Id,SalePrice
1741,"171,005.040407"
1742,"166,702.225804"
1743,"195,864.975452"
1744,"259,101.092815"
1745,"201,830.089092"
1746,"224,095.910788"
1747,"231,580.495834"
1748,"224,430.501461"
1749,"139,156.073332"
1750,"113,749.541342"
1751,"246,745.601296"
1752,"100,915.238261"
1753,"137,964.27846"
1754,"213,927.343488"
1755,"166,383.907199"
1756,"123,996.190727"
1757,"109,101.839364"
1758,"149,380.266666"
1759,"174,113.735557"
1760,"132,610.455155"
1761,"159,028.843045"
1762,"187,059.625983"
1763,"175,600.811839"
1764,"125,325.903296"
1765,"146,011.069417"
1766,"201,346.874237"
1767,"202,043.175697"
1768,"108,737.841249"
1769,"175,246.77515"
1770,"176,456.227899"
1771,"129,750.862718"
1772,"120,525.673032"
1773,"115,632.683039"
1774,"175,186.857581"
1775,"117,677.994072"
1776,"133,833.885193"
1777,"106,662.116945"
1778,"127,115.890384"
1779,"158,114.776015"
1780,"200,989.872217"
1781,"125,010.579824"
1782,"99,176.220596"
1783,"144,174.173474"
1784,"105,845.615268"
1785,"111,749.410629"
1786,"171,290.47215"
1787,"273,835.927248"
1788,"60,872.130096"
1789,"113,264.754415"
1790,"84,256.969392"
1791,"221,913.561225"
1792,"152,657.330036"
1793,"159,144.803882"
1794,"179,465.23428"
1795,"147,846.519947"
1796,"163,792.967796"
1797,"178,841.05444"
1798,"132,173.106074"
1799,"106,243.610382"
1800,"110,032.744706"
1801,"115,148.589015"
1802,"131,355.211139"
1803,"123,510.330915"
1804,"141,369.774938"
1805,"124,300.926924"
1806,"129,335.522652"
1807,"182,838.588953"
1808,"165,364.384651"
1809,"133,506.670594"
1810,"197,006.747127"
1811,"124,867.849052"
1812,"123,731.844127"
1813,"128,440.931439"
1814,"86,128.935218"
1815,"67,060.001194"
1816,"121,947.333217"
1817,"137,233.108282"
1818,"197,459.504008"
1819,"135,848.328471"
1820,"100,766.353309"
1821,"153,937.190771"
1822,"173,489.85374"
1823,"55,655.90784"
1824,"137,257.128954"
1825,"175,757.810473"
1826,"99,421.702325"
1827,"118,504.025042"
1828,"140,365.481377"
1829,"175,756.901503"
1830,"167,101.636529"
1831,"203,803.434968"
1832,"113,371.282816"
1833,"154,629.36461"
1834,"153,980.761766"
1835,"154,319.927096"
1836,"117,548.383772"
1837,"104,978.054762"
1838,"155,066.385865"
1839,"134,242.236614"
1840,"112,629.882991"
1841,"105,251.36441"
1842,"98,416.656256"
1843,"141,085.743904"
1844,"114,712.402225"
1845,"176,002.234221"
1846,"144,293.367863"
1847,"152,887.448668"
1848,"57,966.642082"
1849,"131,842.553616"
1850,"142,477.422953"
1851,"134,329.736233"
1852,"136,976.450682"
1853,"85,166.566074"
1854,"152,429.014444"
1855,"151,194.944978"
1856,"199,127.942324"
1857,"189,208.79066"
1858,"159,487.292171"
1859,"110,334.195197"
1860,"156,832.590699"
1861,"172,543.823719"
1862,"300,302.416086"
1863,"269,817.441702"
1864,"287,083.566189"
1865,"316,385.567188"
1866,"311,024.576426"
1867,"206,163.942814"
1868,"226,752.772927"
1869,"199,544.802308"
1870,"237,811.028957"
1871,"204,847.693443"
1872,"177,336.975932"
1873,"219,808.205962"
1874,"115,225.292742"
1875,"180,443.242192"
1876,"173,253.536224"
1877,"183,318.078518"
1878,"206,187.531352"
1879,"96,611.507237"
1880,"134,926.67675"
1881,"256,875.813007"
1882,"258,897.215128"
1883,"182,968.065143"
1884,"222,388.893366"
1885,"211,575.195193"
1886,"228,612.989187"
1887,"224,393.874407"
1888,"249,599.978328"
1889,"175,415.933132"
1890,"127,767.145634"
1891,"141,866.713762"
1892,"87,528.757751"
1893,"112,432.345748"
1894,"129,637.44998"
1895,"137,644.067407"
1896,"164,830.222726"
1897,"110,504.895449"
1898,"134,288.758039"
1899,"178,649.291396"
1900,"139,581.024647"
1901,"196,403.875947"
1902,"112,548.172474"
1903,"259,160.548449"
1904,"137,750.998139"
1905,"181,994.616985"
1906,"145,098.865032"
1907,"194,461.375475"
1908,"144,052.222371"
1909,"129,682.898521"
1910,"137,435.033917"
1911,"159,325.540066"
1912,"286,079.198122"
1913,"202,368.333936"
1914,"86,053.50554"
1915,"243,752.390146"
1916,"80,145.947635"
1917,"225,086.778402"
1918,"151,808.336377"
1919,"167,600.333691"
1920,"146,375.119686"
1921,"328,140.228987"
1922,"248,693.823814"
1923,"219,959.73587"
1924,"198,269.352317"
1925,"225,164.160132"
1926,"305,467.844009"
1927,"121,103.540063"
1928,"148,861.393332"
1929,"118,638.47822"
1930,"139,214.396477"
1931,"140,101.566911"
1932,"116,608.627141"
1933,"171,882.82311"
1934,"208,318.963647"
1935,"176,251.292229"
1936,"163,156.032562"
1937,"189,302.846789"
1938,"148,543.104529"
1939,"256,566.137075"
1940,"160,353.705287"
1941,"203,242.182732"
1942,"210,171.312094"
1943,"203,022.286296"
1944,"307,990.849018"
1945,"286,401.897669"
1946,"156,240.478158"
1947,"266,291.111708"
1948,"198,043.733835"
1949,"197,024.226189"
1950,"168,969.988823"
1951,"230,283.647776"
1952,"195,467.397571"
1953,"156,496.763229"
1954,"208,003.729582"
1955,"122,500.404716"
1956,"310,442.984104"
1957,"191,841.363907"
1958,"253,459.15556"
1959,"152,412.220836"
1960,"91,314.777732"
1961,"107,780.657709"
1962,"116,857.565939"
1963,"118,298.001587"
1964,"129,400.908947"
1965,"145,178.258419"
1966,"150,730.878115"
1967,"255,689.799786"
1968,"301,555.871964"
1969,"238,326.29621"
1970,"351,620.733738"
1971,"395,478.695631"
1972,"337,189.525366"
1973,"260,709.166527"
1974,"283,513.963223"
1975,"340,983.53982"
1976,"285,949.43881"
1977,"299,616.992474"
1978,"314,299.106598"
1979,"334,358.483553"
1980,"169,520.974159"
1981,"269,903.063774"
1982,"227,187.290788"
1983,"205,449.774861"
1984,"246,362.879872"
1985,"237,128.213048"
1986,"217,785.224319"
1987,"172,261.789441"
1988,"216,594.323516"
1989,"185,933.053493"
1990,"242,109.939456"
1991,"203,163.310885"
1992,"187,846.839428"
1993,"143,132.254481"
1994,"155,258.223414"
1995,"189,299.508929"
1996,"245,243.07251"
1997,"306,791.454554"
1998,"261,619.120836"
1999,"252,268.671989"
2000,"335,535.347462"
2001,"270,263.761282"
2002,"225,546.970963"
2003,"270,420.5513"
2004,"267,282.72438"
2005,"223,984.733224"
2006,"218,652.442098"
2007,"231,963.574886"
2008,"175,830.766559"
2009,"160,213.008523"
2010,"190,857.574344"
2011,"123,084.723949"
2012,"163,861.483335"
2013,"163,810.819387"
2014,"145,289.927721"
2015,"187,919.422984"
2016,"146,382.659674"
2017,"183,091.670275"
2018,"116,236.396134"
2019,"147,339.761257"
2020,"104,190.967977"
2021,"116,862.528026"
2022,"184,232.890606"
2023,"126,826.092601"
2024,"191,954.791546"
2025,"341,226.190329"
2026,"176,415.875554"
2027,"150,536.194444"
2028,"175,477.325916"
2029,"169,205.963612"
2030,"257,625.848055"
2031,"228,795.781732"
2032,"225,572.690368"
2033,"237,433.031201"
2034,"156,706.258655"
2035,"196,822.136641"
2036,"190,555.06587"
2037,"167,672.157288"
2038,"319,898.188114"
2039,"182,303.369045"
2040,"286,889.523268"
2041,"265,585.482121"
2042,"214,536.741376"
2043,"164,331.197739"
2044,"135,337.531567"
2045,"187,327.221036"
2046,"187,569.096684"
2047,"109,328.590333"
2048,"135,424.301028"
2049,"176,313.608885"
2050,"150,978.595018"
2051,"121,462.017298"
2052,"159,776.881337"
2053,"132,691.130042"
2054,"114,604.867995"
2055,"139,303.445816"
2056,"178,098.782897"
2057,"102,685.496211"
2058,"204,300.59731"
2059,"135,665.565729"
2060,"131,566.569209"
2061,"182,742.297649"
2062,"109,692.014754"
2063,"121,325.835586"
2064,"131,968.63234"
2065,"142,525.881529"
2066,"189,772.53139"
2067,"147,439.137101"
2068,"149,929.642677"
2069,"111,028.954387"
2070,"116,539.366543"
2071,"120,763.897896"
2072,"205,634.668469"
2073,"148,393.347859"
2074,"195,282.816887"
2075,"124,998.211861"
2076,"140,194.535255"
2077,"133,177.906275"
2078,"106,469.430029"
2079,"160,399.585962"
2080,"139,593.631029"
2081,"106,547.474861"
2082,"139,568.045735"
2083,"138,887.301087"
2084,"119,645.997882"
2085,"110,760.435462"
2086,"140,574.514866"
2087,"131,772.905588"
2088,"126,596.644521"
2089,"107,896.81226"
2090,"142,303.109169"
2091,"99,458.366632"
2092,"141,086.280346"
2093,"139,068.096876"
2094,"136,740.222573"
2095,"198,614.537716"
2096,"95,814.079046"
2097,"101,785.451174"
2098,"146,960.094571"
2099,"61,934.363097"
2100,"86,134.09847"
2101,"185,775.533319"
2102,"179,854.407907"
2103,"134,164.080024"
2104,"169,310.927391"
2105,"161,112.964153"
2106,"71,289.166808"
2107,"219,846.710563"
2108,"119,258.247316"
2109,"101,488.45613"
2110,"121,955.096722"
2111,"168,656.438589"
2112,"129,158.422351"
2113,"127,692.103386"
2114,"135,261.86347"
2115,"189,662.68003"
2116,"119,340.270758"
2117,"159,907.087684"
2118,"123,554.944992"
2119,"124,371.513724"
2120,"133,802.130818"
2121,"97,433.418036"
2122,"141,278.252006"
2123,"107,579.492033"
2124,"196,848.347783"
2125,"212,678.492069"
2126,"167,147.934437"
2127,"163,666.814566"
2128,"183,611.884713"
2129,"140,996.187925"
2130,"135,447.353125"
2131,"207,739.025354"
2132,"119,354.896247"
2133,"151,616.320014"
2134,"171,877.801418"
2135,"141,630.291939"
2136,"81,101.641059"
2137,"94,733.506441"
2138,"110,479.280353"
2139,"148,718.416691"
2140,"127,368.524671"
2141,"160,450.652242"
2142,"95,309.272408"
2143,"145,378.828049"
2144,"144,887.208939"
2145,"140,303.581953"
2146,"183,636.87396"
2147,"161,392.182112"
2148,"164,676.651359"
2149,"176,167.815924"
2150,"216,692.656279"
2151,"154,116.362333"
2152,"189,591.541886"
2153,"161,484.271288"
2154,"83,564.22931"
2155,"117,149.487138"
2156,"224,051.252007"
2157,"197,177.678347"
2158,"221,203.327179"
2159,"199,099.719524"
2160,"180,918.484926"
2161,"291,711.986065"
2162,"353,015.810251"
2163,"316,064.238548"
2164,"196,267.366409"
2165,"204,665.69066"
2166,"90,435.706079"
2167,"197,084.933519"
2168,"183,375.030756"
2169,"191,876.187921"
2170,"198,141.485453"
2171,"126,125.365496"
2172,"91,498.196125"
2173,"169,389.635324"
2174,"238,419.145346"
2175,"288,730.710745"
2176,"236,553.892493"
2177,"199,251.353741"
2178,"222,075.83487"
2179,"155,799.686909"
2180,"223,042.950034"
2181,"210,424.497724"
2182,"239,652.827382"
2183,"168,658.584356"
2184,"110,489.167273"
2185,"149,765.491486"
2186,"145,142.778754"
2187,"163,760.468364"
2188,"173,466.563225"
2189,"339,313.745499"
2190,"91,790.288687"
2191,"111,726.813018"
2192,"96,502.527595"
2193,"121,441.423893"
2194,"119,413.018227"
2195,"101,873.04765"
2196,"102,067.112923"
2197,"105,332.948267"
2198,"210,893.377662"
2199,"216,559.827328"
2200,"153,579.577804"
2201,"112,240.247428"
2202,"204,258.412123"
2203,"142,182.75249"
2204,"153,423.279524"
2205,"123,935.498297"
2206,"131,105.557084"
2207,"252,883.166075"
2208,"185,626.283288"
2209,"206,350.386143"
2210,"105,387.605727"
2211,"113,746.106625"
2212,"130,520.388484"
2213,"131,030.276418"
2214,"139,556.229115"
2215,"118,083.588779"
2216,"141,630.291939"
2217,"74,887.663126"
2218,"113,025.404513"
2219,"109,584.8158"
2220,"99,194.206297"
2221,"223,594.665527"
2222,"213,772.952557"
2223,"253,746.986389"
2224,"256,148.904562"
2225,"155,525.535345"
2226,"146,264.865994"
2227,"194,887.60829"
2228,"250,361.919403"
2229,"230,698.212981"
2230,"182,182.624936"
2231,"207,302.168012"
2232,"173,644.572496"
2233,"155,033.990741"
2234,"216,932.192445"
2235,"172,091.09664"
2236,"266,656.87561"
2237,"290,295.749903"
2238,"218,822.419643"
2239,"79,693.40682"
2240,"142,639.815807"
2241,"130,281.940103"
2242,"122,134.357691"
2243,"145,090.818405"
2244,"120,149.604976"
2245,"98,602.086306"
2246,"119,191.609323"
2247,"139,910.668135"
2248,"120,666.064322"
2249,"104,702.39073"
2250,"117,207.966745"
2251,"120,282.314718"
2252,"204,785.883427"
2253,"178,958.266973"
2254,"166,971.877217"
2255,"173,352.092505"
2256,"153,017.252684"
2257,"165,725.48449"
2258,"155,833.348632"
2259,"169,667.184353"
2260,"137,480.556965"
2261,"183,944.627643"
2262,"176,021.739841"
2263,"327,740.162611"
2264,"379,457.175732"
2265,"164,019.539952"
2266,"262,754.768133"
2267,"303,489.625454"
2268,"354,954.957962"
2269,"142,217.829823"
2270,"185,530.349612"
2271,"209,668.859839"
2272,"231,217.14592"
2273,"140,520.721674"
2274,"163,473.576307"
2275,"155,109.43532"
2276,"195,438.534021"
2277,"183,761.939406"
2278,"181,528.761983"
2279,"106,310.44209"
2280,"118,763.633072"
2281,"179,075.852036"
2282,"157,217.890024"
2283,"126,323.625445"
2284,"103,261.500597"
2285,"147,721.782327"
2286,"148,162.409663"
2287,"272,986.203432"
2288,"256,785.690784"
2289,"315,555.334091"
2290,"341,113.239527"
2291,"316,740.870476"
2292,"343,196.064234"
2293,"394,694.775343"
2294,"323,783.546686"
2295,"364,091.157913"
2296,"254,984.527826"
2297,"253,468.692303"
2298,"277,523.189783"
2299,"336,075.931787"
2300,"265,402.317047"
2301,"218,735.665083"
2302,"230,187.505484"
2303,"214,239.597321"
2304,"236,530.736089"
2305,"161,506.578326"
2306,"199,652.209878"
2307,"181,806.04279"
2308,"248,877.346516"
2309,"228,593.64748"
2310,"202,143.788338"
2311,"214,618.41464"
2312,"167,585.894465"
2313,"160,177.394748"
2314,"173,551.70846"
2315,"167,501.479387"
2316,"174,963.93621"
2317,"160,144.388676"
2318,"158,662.721515"
2319,"164,986.282587"
2320,"193,977.698684"
2321,"215,469.479561"
2322,"200,920.760632"
2323,"170,087.113976"
2324,"191,183.745861"
2325,"200,549.557805"
2326,"190,813.094378"
2327,"211,448.535323"
2328,"214,342.907071"
2329,"141,853.272915"
2330,"174,704.894423"
2331,"280,284.643173"
2332,"350,972.801447"
2333,"198,133.185506"
2334,"220,394.76037"
2335,"223,950.639367"
2336,"281,918.31708"
2337,"208,719.566464"
2338,"276,684.731245"
2339,"231,381.684542"
2340,"348,920.434713"
2341,"216,206.014156"
2342,"217,411.845922"
2343,"209,406.867623"
2344,"194,959.893823"
2345,"235,755.577683"
2346,"258,367.061615"
2347,"181,979.358196"
2348,"215,503.722429"
2349,"159,881.085157"
2350,"271,128.565073"
2351,"215,424.358845"
2352,"233,791.992068"
2353,"229,621.246457"
2354,"137,741.371989"
2355,"100,577.034056"
2356,"132,255.420089"
2357,"167,721.152306"
2358,"123,613.268137"
2359,"186,959.385872"
2360,"107,817.63494"
2361,"132,494.390011"
2362,"229,822.665453"
2363,"120,934.970677"
2364,"168,965.533376"
2365,"216,483.339667"
2366,"174,385.502934"
2367,"212,386.772037"
2368,"185,120.135546"
2369,"213,181.763887"
2370,"161,232.411861"
2371,"148,076.027632"
2372,"168,330.937624"
2373,"228,421.002626"
2374,"272,953.569889"
2375,"201,655.805111"
2376,"232,686.370611"
2377,"269,737.333059"
2378,"154,181.64432"
2379,"209,925.562143"
2380,"144,723.489881"
2381,"152,546.62931"
2382,"220,456.242561"
2383,"197,067.335248"
2384,"214,686.438441"
2385,"155,100.658536"
2386,"146,444.290876"
2387,"122,373.819351"
2388,"135,942.816734"
2389,"134,959.191084"
2390,"140,833.690763"
2391,"147,069.215775"
2392,"107,953.302562"
2393,"187,855.824828"
2394,"140,647.381544"
2395,"199,935.70447"
2396,"152,460.366488"
2397,"194,241.032004"
2398,"138,407.051563"
2399,"68,864.680827"
2400,"63,568.964601"
2401,"134,484.991431"
2402,"129,931.464791"
2403,"216,210.4249"
2404,"141,452.014446"
2405,"155,386.000872"
2406,"123,294.055462"
2407,"118,751.421571"
2408,"163,365.6919"
2409,"132,743.820548"
2410,"206,995.710731"
2411,"107,319.168746"
2412,"137,552.246451"
2413,"115,662.768483"
2414,"151,336.535811"
2415,"154,435.58991"
2416,"140,636.831522"
2417,"118,287.086487"
2418,"119,256.578386"
2419,"116,756.044328"
2420,"125,025.182962"
2421,"129,863.217473"
2422,"123,104.535043"
2423,"112,776.346505"
2424,"169,704.452157"
2425,"252,253.711224"
2426,"137,511.253357"
2427,"116,751.767695"
2428,"177,704.632282"
2429,"95,323.272049"
2430,"119,214.53476"
2431,"108,400.672674"
2432,"124,603.316188"
2433,"118,779.51026"
2434,"116,315.796971"
2435,"111,347.846687"
2436,"126,141.33954"
2437,"112,577.535212"
2438,"127,071.678638"
2439,"130,717.143416"
2440,"159,178.286791"
2441,"118,401.102722"
2442,"136,536.225677"
2443,"149,445.682764"
2444,"161,881.268024"
2445,"102,563.56746"
2446,"153,394.60969"
2447,"217,315.912247"
2448,"210,841.521621"
2449,"132,364.794612"
2450,"168,915.078044"
2451,"154,288.351536"
2452,"224,903.091788"
2453,"101,065.181196"
2454,"142,705.798149"
2455,"164,631.590247"
2456,"125,505.670905"
2457,"137,830.451131"
2458,"140,414.595604"
2459,"94,606.079161"
2460,"168,602.03445"
2461,"101,488.724351"
2462,"124,929.55476"
2463,"138,980.403543"
2464,"189,898.16308"
2465,"159,006.133676"
2466,"134,205.803275"
2467,"192,306.354642"
2468,"106,399.044394"
2469,"120,613.470674"
2470,"169,045.880437"
2471,"205,888.271332"
2472,"179,087.609053"
2473,"110,537.074506"
2474,"81,797.219813"
2475,"223,870.098591"
2476,"123,077.750206"
2477,"126,161.366701"
2478,"170,126.244426"
2479,"98,727.203906"
2480,"147,520.929575"
2481,"117,871.381342"
2482,"141,478.046775"
2483,"99,551.782012"
2484,"118,956.007063"
2485,"139,069.259167"
2486,"127,044.901252"
2487,"215,350.329876"
2488,"221,945.956349"
2489,"147,386.819124"
2490,"126,770.228148"
2491,"108,268.32056"
2492,"160,194.501281"
2493,"174,666.956067"
2494,"180,835.112929"
2495,"103,976.659477"
2496,"180,908.769369"
2497,"180,023.834109"
2498,"112,696.98292"
2499,"90,911.03822"
2500,"115,936.860442"
2501,"113,839.171827"
2502,"130,286.991596"
2503,"124,317.161739"
2504,"200,065.180659"
2505,"217,684.581876"
2506,"206,897.079945"
2507,"298,887.223005"
2508,"286,086.440086"
2509,"150,548.696518"
2510,"215,882.316232"
2511,"186,442.419887"
2512,"212,128.281593"
2513,"185,593.485832"
2514,"239,695.057273"
2515,"155,883.37183"
2516,"156,464.070082"
2517,"130,872.488022"
2518,"129,533.052444"
2519,"231,343.150139"
2520,"204,053.655267"
2521,"199,110.493064"
2522,"197,875.827551"
2523,"97,985.431552"
2524,"109,210.476279"
2525,"159,957.900643"
2526,"141,925.930977"
2527,"105,382.360518"
2528,"119,173.34795"
2529,"112,047.351897"
2530,"116,710.200906"
2531,"210,262.581706"
2532,"209,602.01323"
2533,"178,731.277585"
2534,"212,973.952293"
2535,"259,720.951319"
2536,"234,942.957759"
2537,"204,775.169492"
2538,"178,769.245744"
2539,"190,862.491727"
2540,"178,648.486733"
2541,"185,256.034136"
2542,"148,842.632771"
2543,"118,752.844632"
2544,"112,681.627274"
2545,"166,238.576174"
2546,"164,737.090468"
2547,"146,451.711655"
2548,"178,848.579526"
2549,"134,992.778301"
2550,"698,348.939419"
2551,"112,255.02938"
2552,"123,163.282871"
2553,"94,415.552914"
2554,"116,860.806942"
2555,"131,290.063262"
2556,"101,804.226637"
2557,"102,410.1004"
2558,"142,886.534333"
2559,"117,623.820901"
2560,"174,267.858267"
2561,"140,474.975109"
2562,"156,151.771545"
2563,"144,345.864654"
2564,"203,225.985169"
2565,"130,864.426494"
2566,"158,041.849732"
2567,"145,698.711276"
2568,"195,317.25347"
2569,"184,345.528483"
2570,"166,500.359774"
2571,"141,004.189849"
2572,"172,106.042504"
2573,"223,153.412342"
2574,"287,441.581488"
2575,"150,124.102831"
2576,"147,851.988673"
2577,"129,699.587822"
2578,"116,945.743561"
2579,"65,351.687372"
2580,"126,898.959279"
2581,"104,461.669922"
2582,"138,895.153999"
2583,"214,268.878102"
2584,"127,673.491836"
2585,"167,377.918959"
2586,"183,663.889766"
2587,"179,373.770952"
2588,"170,417.994261"
2589,"156,295.076013"
2590,"210,501.70064"
2591,"200,284.078717"
2592,"229,060.903192"
2593,"203,733.220696"
2594,"191,564.232111"
2595,"205,855.980515"
2596,"239,186.793566"
2597,"161,518.69297"
2598,"215,820.685029"
2599,"389,940.351248"
2600,"169,406.250119"
2601,"141,219.735146"
2602,"87,278.783321"
2603,"107,778.839767"
2604,"85,034.005344"
2605,"69,378.614426"
2606,"116,762.287915"
2607,"179,597.079754"
2608,"179,412.24575"
2609,"152,726.709843"
2610,"106,766.38037"
2611,"107,665.449381"
2612,"130,728.73652"
2613,"125,546.172261"
2614,"96,294.358373"
2615,"141,945.943236"
2616,"158,922.255039"
2617,"189,086.005092"
2618,"200,387.209654"
2619,"229,463.964701"
2620,"156,183.943152"
2621,"156,419.90304"
2622,"185,927.391052"
2623,"234,758.898616"
2624,"280,334.889889"
2625,"292,436.957359"
